timestamp,equity,cash
2023-01-01,10000.0,10000.0
2023-01-02,10000.0,10000.0
2023-01-03,10000.0,10000.0
2023-01-04,10000.0,10000.0
2023-01-05,10000.0,10000.0
2023-01-06,10000.0,10000.0
2023-01-07,10000.0,10000.0
2023-01-08,10000.0,10000.0
2023-01-09,10000.0,10000.0
2023-01-10,10000.0,10000.0
2023-01-11,10000.0,10000.0
2023-01-12,10000.0,10000.0
2023-01-13,10000.0,10000.0
2023-01-14,10000.0,10000.0
2023-01-15,10000.0,10000.0
2023-01-16,10000.0,10000.0
2023-01-17,10000.0,10000.0
2023-01-18,10000.0,10000.0
2023-01-19,10000.0,10000.0
2023-01-20,10000.0,10000.0
2023-01-21,10000.0,10000.0
2023-01-22,10000.0,10000.0
2023-01-23,10000.0,10000.0
2023-01-24,10000.0,10000.0
2023-01-25,10000.0,10000.0
2023-01-26,10000.0,10000.0
2023-01-27,10000.0,10000.0
2023-01-28,10000.0,10000.0
2023-01-29,10000.0,10000.0
2023-01-30,10000.0,10000.0
2023-01-31,10000.0,10000.0
2023-02-01,10000.0,10000.0
2023-02-02,10000.0,10000.0
2023-02-03,10000.0,10000.0
2023-02-04,10000.0,10000.0
2023-02-05,10000.0,10000.0
2023-02-06,10000.0,10000.0
2023-02-07,10000.0,10000.0
2023-02-08,10000.0,10000.0
2023-02-09,10000.0,10000.0
2023-02-10,10000.0,10000.0
2023-02-11,10000.0,10000.0
2023-02-12,10000.0,10000.0
2023-02-13,10000.0,10000.0
2023-02-14,10000.0,10000.0
2023-02-15,10000.0,10000.0
2023-02-16,10000.0,10000.0
2023-02-17,10000.0,10000.0
2023-02-18,10000.0,10000.0
2023-02-19,10000.0,10000.0
2023-02-20,10000.0,10000.0
2023-02-21,9998.078018046413,8853.13340765828
2023-02-22,9993.836753338208,7276.739146130305
2023-02-23,9985.41089907196,7276.739146130305
2023-02-24,9985.058926880753,7276.739146130305
2023-02-25,10003.409516853393,5402.386017041485
2023-02-26,10023.793217911305,5402.386017041485
2023-02-27,10061.513106997007,5402.386017041485
2023-02-28,10121.103276484877,5402.386017041485
2023-03-01,10145.751309618643,5402.386017041485
2023-03-02,10145.931432397207,5402.386017041485
2023-03-03,10156.18973348665,5402.386017041485
2023-03-04,10151.807557518663,5402.386017041485
2023-03-05,10176.100086870765,5402.386017041485
2023-03-06,10195.015261188588,5402.386017041485
2023-03-07,10224.374469313929,5402.386017041485
2023-03-08,10209.647959532589,5402.386017041485
2023-03-09,10258.302950453526,5402.386017041485
2023-03-10,10262.801743041171,5402.386017041485
2023-03-11,10252.283854287229,5402.386017041485
2023-03-12,10271.368850001814,5402.386017041485
2023-03-13,10366.229335113645,5402.386017041485
2023-03-14,10374.529985438612,5402.386017041485
2023-03-15,10429.655109460076,5402.386017041485
2023-03-16,10420.553756979545,5402.386017041485
2023-03-17,10488.594916912554,5402.386017041485
2023-03-18,10516.291437627988,5402.386017041485
2023-03-19,10508.418648196362,5402.386017041485
2023-03-20,10546.610466608134,5402.386017041485
2023-03-21,10507.573076868546,3307.405664884974
2023-03-22,10583.245701365951,3307.405664884974
2023-03-23,10603.915646469895,3307.405664884974
2023-03-24,10679.718226294499,3307.405664884974
2023-03-25,10723.531596360113,3307.405664884974
2023-03-26,10736.303791252678,3307.405664884974
2023-03-27,10814.72266197768,3307.405664884974
2023-03-28,10881.771405703756,3307.405664884974
2023-03-29,10940.14008639717,3307.405664884974
2023-03-30,10956.761839227778,3307.405664884974
2023-03-31,11061.988192573113,3307.405664884974
2023-04-01,11118.647281118632,3307.405664884974
2023-04-02,11127.700091410145,3307.405664884974
2023-04-03,11087.026542097987,3307.405664884974
2023-04-04,11137.323378697405,3307.405664884974
2023-04-05,11069.097712656607,3307.405664884974
2023-04-06,11043.21232682824,3307.405664884974
2023-04-07,11111.028725920449,3307.405664884974
2023-04-08,11228.002495307011,3307.405664884974
2023-04-09,11241.791064394565,3307.405664884974
2023-04-10,11247.026012247401,3307.405664884974
2023-04-11,11249.693179471094,3307.405664884974
2023-04-12,11229.581778264466,3307.405664884974
2023-04-13,11274.628754604943,3307.405664884974
2023-04-14,11278.387710211566,3307.405664884974
2023-04-15,11327.677597277705,4650.818997888797
2023-04-16,11400.01148140823,4650.818997888797
2023-04-17,11525.86901195758,4650.818997888797
2023-04-18,11574.880444888415,4650.818997888797
2023-04-19,11537.463196371536,4650.818997888797
2023-04-20,11535.507776482802,4650.818997888797
2023-04-21,11581.594486386235,4650.818997888797
2023-04-22,11650.303105160245,4650.818997888797
2023-04-23,11749.122622674928,4650.818997888797
2023-04-24,11803.162354965552,4650.818997888797
2023-04-25,11843.056565901132,4650.818997888797
2023-04-26,11904.930684177009,4650.818997888797
2023-04-27,11922.843479181627,4650.818997888797
2023-04-28,11961.153207686099,4650.818997888797
2023-04-29,12030.856674992649,4650.818997888797
2023-04-30,12074.177095963576,4650.818997888797
2023-05-01,12164.073398169614,4650.818997888797
2023-05-02,12233.601228191774,4650.818997888797
2023-05-03,12340.16562864935,2479.9787742269577
2023-05-04,12390.457888256677,2479.9787742269577
2023-05-05,12444.552065837084,2479.9787742269577
2023-05-06,12570.022467271872,2479.9787742269577
2023-05-07,12558.123256192157,4651.842438277623
2023-05-08,12552.46864118308,4651.842438277623
2023-05-09,12586.529893718627,4651.842438277623
2023-05-10,12621.455652250326,4651.842438277623
2023-05-11,12590.209179765348,4651.842438277623
2023-05-12,12685.991823114793,4651.842438277623
2023-05-13,12687.244644258051,4651.842438277623
2023-05-14,12760.070395655583,4651.842438277623
2023-05-15,12771.7938200479,4651.842438277623
2023-05-16,12818.790147008342,4651.842438277623
2023-05-17,12778.53789492957,2882.6106615106373
2023-05-18,12827.216496872545,2882.6106615106373
2023-05-19,12904.55574196841,2882.6106615106373
2023-05-20,12891.184794764127,2882.6106615106373
2023-05-21,12890.905962679622,2882.6106615106373
2023-05-22,12988.586521036017,2882.6106615106373
2023-05-23,12993.107329000693,2882.6106615106373
2023-05-24,12935.725060965193,2882.6106615106373
2023-05-25,13032.003925735527,2882.6106615106373
2023-05-26,13072.938282069523,2882.6106615106373
2023-05-27,13077.479971650851,2882.6106615106373
2023-05-28,13105.961555895874,2882.6106615106373
2023-05-29,13164.371911101687,2882.6106615106373
2023-05-30,13276.555905453448,2882.6106615106373
2023-05-31,13329.919735190484,2882.6106615106373
2023-06-01,13403.965904064884,2882.6106615106373
2023-06-02,13490.899414615042,2882.6106615106373
2023-06-03,13538.566962487752,2882.6106615106373
2023-06-04,13576.929760582387,2882.6106615106373
2023-06-05,13536.073377064258,2882.6106615106373
2023-06-06,13602.704081888882,2882.6106615106373
2023-06-07,13696.040010370823,2882.6106615106373
2023-06-08,13736.219792813186,2882.6106615106373
2023-06-09,13910.216502258434,2882.6106615106373
2023-06-10,13895.434524806336,2882.6106615106373
2023-06-11,14038.56396881545,4753.287764103996
2023-06-12,14130.940409457757,4753.287764103996
2023-06-13,14124.465405878324,4753.287764103996
2023-06-14,14198.008725169022,4753.287764103996
2023-06-15,14236.092850723846,4753.287764103996
2023-06-16,14318.689020708609,4753.287764103996
2023-06-17,14359.127065667988,4753.287764103996
2023-06-18,14360.17505621648,4753.287764103996
2023-06-19,14346.965190044513,4753.287764103996
2023-06-20,14426.946275465849,4753.287764103996
2023-06-21,14465.935082536038,4753.287764103996
2023-06-22,14477.207297505474,4753.287764103996
2023-06-23,14542.278570620361,7679.25569848468
2023-06-24,14609.579501824206,7679.25569848468
2023-06-25,14633.626335845287,7679.25569848468
2023-06-26,14694.75646855036,7679.25569848468
2023-06-27,14725.449736943921,7679.25569848468
2023-06-28,14739.434905030264,7679.25569848468
2023-06-29,14801.366247148702,7679.25569848468
2023-06-30,14829.549991957225,7679.25569848468
2023-07-01,14784.629166077539,7679.25569848468
2023-07-02,14803.146275538418,7679.25569848468
2023-07-03,14859.972255370281,7679.25569848468
2023-07-04,14871.364299992838,7679.25569848468
2023-07-05,14938.274038634454,7679.25569848468
2023-07-06,14963.513678325406,7679.25569848468
2023-07-07,15008.538959833346,7679.25569848468
2023-07-08,15010.20171617935,7679.25569848468
2023-07-09,15071.327112061685,7679.25569848468
2023-07-10,15151.586726714037,7679.25569848468
2023-07-11,15256.795405349216,7679.25569848468
2023-07-12,15314.063873386509,7679.25569848468
2023-07-13,15320.548133196782,7679.25569848468
2023-07-14,15413.502590180686,7679.25569848468
2023-07-15,15478.46473776433,7679.25569848468
2023-07-16,15497.094269335172,7679.25569848468
2023-07-17,15519.391520661222,7679.25569848468
2023-07-18,15533.745950411098,7679.25569848468
2023-07-19,15524.230619608756,7679.25569848468
2023-07-20,15474.773712238855,7679.25569848468
2023-07-21,15534.850357369714,7679.25569848468
2023-07-22,15608.070667075488,7679.25569848468
2023-07-23,15731.307713470052,6095.042684503231
2023-07-24,15765.325593735644,6095.042684503231
2023-07-25,15891.22852619963,3625.626302657095
2023-07-26,16023.114897452768,3625.626302657095
2023-07-27,16125.186594445237,3625.626302657095
2023-07-28,16188.532506903855,3625.626302657095
2023-07-29,16380.938054726817,3625.626302657095
2023-07-30,16479.222221327276,3625.626302657095
2023-07-31,16580.92800850172,3625.626302657095
2023-08-01,16705.83022558793,3625.626302657095
2023-08-02,16821.51321798923,3625.626302657095
2023-08-03,16898.864570119626,3625.626302657095
2023-08-04,17007.110335764402,3625.626302657095
2023-08-05,16981.1335029151,3625.626302657095
2023-08-06,17066.746337819386,3625.626302657095
2023-08-07,17076.887906095253,3625.626302657095
2023-08-08,17186.716754147717,3625.626302657095
2023-08-09,17286.107370268666,3625.626302657095
2023-08-10,17307.21596352254,3625.626302657095
2023-08-11,17450.705989125338,3625.626302657095
2023-08-12,17444.549660792713,3625.626302657095
2023-08-13,17497.43819097567,3625.626302657095
2023-08-14,17628.129243114414,3625.626302657095
2023-08-15,17753.1028689816,3625.626302657095
2023-08-16,17846.729210431582,3625.626302657095
2023-08-17,17914.403068668144,3625.626302657095
2023-08-18,17954.804078050078,3625.626302657095
2023-08-19,18031.58253420071,3625.626302657095
2023-08-20,17997.67890139287,3625.626302657095
2023-08-21,18012.6618858016,3625.626302657095
2023-08-22,18140.071475390698,3625.626302657095
2023-08-23,18278.317098089927,3625.626302657095
2023-08-24,18375.2772651307,3625.626302657095
2023-08-25,18371.201677527555,3625.626302657095
2023-08-26,18491.432603130444,3625.626302657095
2023-08-27,18526.144987342705,3625.626302657095
2023-08-28,18669.64750952053,3625.626302657095
2023-08-29,18713.864957552018,3625.626302657095
2023-08-30,18765.635930908666,3625.626302657095
2023-08-31,18813.938540805008,3625.626302657095
2023-09-01,18975.165943818247,3625.626302657095
2023-09-02,19005.92705789751,3625.626302657095
2023-09-03,19129.488692925675,3625.626302657095
2023-09-04,19113.201362370444,3625.626302657095
2023-09-05,19186.179005012866,3625.626302657095
2023-09-06,19399.952106173438,3625.626302657095
2023-09-07,19474.139416561506,3625.626302657095
2023-09-08,19484.06531109916,3625.626302657095
2023-09-09,19641.089238102508,3625.626302657095
2023-09-10,19897.56881958149,3625.626302657095
2023-09-11,19988.128990874928,3625.626302657095
2023-09-12,19992.205041562243,3625.626302657095
2023-09-13,19982.887965689377,3625.626302657095
2023-09-14,20153.6657034756,3625.626302657095
2023-09-15,20360.102618411904,3625.626302657095
2023-09-16,20448.06136569144,3625.626302657095
2023-09-17,20450.575961417777,3625.626302657095
2023-09-18,20453.882264294072,3625.626302657095
2023-09-19,20475.49683271472,3625.626302657095
2023-09-20,20381.279353198355,3625.626302657095
2023-09-21,20435.634073366353,3625.626302657095
2023-09-22,20522.575992838912,3625.626302657095
2023-09-23,20613.090055677523,3625.626302657095
2023-09-24,20852.053302324253,3625.626302657095
2023-09-25,20792.348810816748,3625.626302657095
2023-09-26,20911.19735348793,3625.626302657095
2023-09-27,21181.4169314574,3625.626302657095
2023-09-28,21267.22150648633,3625.626302657095
2023-09-29,21276.10752394152,3625.626302657095
2023-09-30,21436.690044915296,3625.626302657095
2023-10-01,21608.117047476095,3625.626302657095
2023-10-02,21655.784487420486,3625.626302657095
2023-10-03,21711.918052885656,3625.626302657095
2023-10-04,21745.257298404398,3625.626302657095
2023-10-05,21694.26711232645,3625.626302657095
2023-10-06,21959.223314178027,3625.626302657095
2023-10-07,22018.613148010685,3625.626302657095
2023-10-08,22035.834945950457,3625.626302657095
2023-10-09,22109.125112396505,3625.626302657095
2023-10-10,22441.580662325552,3625.626302657095
2023-10-11,22524.203201150653,3625.626302657095
2023-10-12,22773.407138385377,3625.626302657095
2023-10-13,22729.18860056551,3625.626302657095
2023-10-14,22708.183843099174,3625.626302657095
2023-10-15,22957.845467792144,3625.626302657095
2023-10-16,22968.6153108783,3625.626302657095
2023-10-17,22996.994451485218,6177.097879776295
2023-10-18,22930.10768589994,6177.097879776295
2023-10-19,22979.378828628294,6177.097879776295
2023-10-20,23103.285945701824,6177.097879776295
2023-10-21,23320.446381176225,6177.097879776295
2023-10-22,23381.63606869804,6177.097879776295
2023-10-23,23325.48318659923,2259.8519083849637
2023-10-24,23570.719914603134,2259.8519083849637
2023-10-25,23667.95478058749,2259.8519083849637
2023-10-26,23896.0994271758,2259.8519083849637
2023-10-27,24040.063393925495,2259.8519083849637
2023-10-28,23984.225998342834,2259.8519083849637
2023-10-29,24107.12003114014,2259.8519083849637
2023-10-30,24266.697195950954,2259.8519083849637
2023-10-31,24308.8699948641,2259.8519083849637
2023-11-01,24268.09459029202,2259.8519083849637
2023-11-02,24403.894682402883,2259.8519083849637
2023-11-03,24626.513671901525,2259.8519083849637
