signal_time,fill_time,symbol,side,qty,fill_price,commission,slip,slip_dir,strategy_id,exit_reason,is_maker
2021-02-20,2021-02-21,BNB-USDT,buy,0.5098516156973469,2736.00730883783,1.3949577469707177,0.0,positive,TrendBreakout,signal,False
2021-02-21,2021-02-22,ETH-USDT,buy,0.6274426418604541,2717.452121940333,1.7050453385195394,0.0,positive,TrendBreakout,signal,False
2021-02-25,2021-02-26,BTC-USDT,buy,0.11470617660607986,11869.72437079981,1.3615306999424532,0.0,positive,TrendBreakout,signal,False
2021-02-26,2021-02-27,BTC-USDT,sell,0.11470617660607986,11983.422957401419,1.374572630097039,0.0,negative,Router,StateSwitch,False
2021-03-01,2021-03-02,BTC-USDT,buy,0.11313981251748534,12367.065391578697,1.3992074597946953,0.0,positive,TrendBreakout,signal,False
2021-03-04,2021-03-05,SOL-USDT,buy,0.7271876414723405,2737.43240830172,1.9906270166828768,0.0,positive,TrendBreakout,signal,False
2021-05-09,2021-05-10,SOL-USDT,sell,0.7271876414723405,3751.2008598463976,2.727826905960718,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2021-05-11,2021-05-12,BTC-USDT,sell,0.11313981251748534,16268.549639630302,1.8406206561591762,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2021-05-15,2021-05-16,BNB-USDT,sell,0.5098516156973469,4173.683802460793,2.127959430094482,0.0,negative,Router,StateSwitch,False
2021-05-18,2021-05-19,ETH-USDT,sell,0.6274426418604541,3748.483366220724,2.3519583062714986,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2021-05-30,2021-05-31,BNB-USDT,short,0.5421590233873874,4086.581504552587,2.2155770375011907,0.0,negative,TrendDown,signal,False
2021-06-01,2021-06-02,BNB-USDT,cover,0.5421590233873874,3974.922952366647,2.1550403458952125,0.0,positive,Router,StateSwitch,False
2021-06-16,2021-06-17,BTC-USDT,buy,0.10386212294638832,17565.709837048154,1.8244119147360782,0.0,positive,TrendBreakout,signal,False
2021-06-25,2021-06-26,BNB-USDT,buy,0.3029204445321119,4472.8734762176955,1.354924821751757,0.0,positive,TrendBreakout,signal,False
2021-06-27,2021-06-28,BNB-USDT,sell,0.3029204445321119,4341.811836026222,1.3152235714438485,0.0,negative,Router,StateSwitch,False
2021-06-18,2021-07-02,ETH-USDT,short,0.5751945698525722,3574.361951787315,1.0279767926778525,0.0,negative,TrendDown,signal,True
2021-07-02,2021-07-03,ETH-USDT,cover,0.5751945698525722,3443.95274176716,1.9809429158933485,0.0,positive,Router,StateSwitch,False
2021-07-04,2021-07-05,SOL-USDT,short,0.5359359854490828,3219.638133782702,1.7255199360182782,0.0,negative,TrendDown,signal,False
2021-07-06,2021-07-07,SOL-USDT,cover,0.5359359854490828,3272.957545583855,1.754095727525495,0.0,positive,TrendDown,Close above SMA30,False
2021-07-09,2021-07-10,BTC-USDT,sell,0.10386212294638832,17349.231300480926,1.8019279943558784,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2021-08-01,2021-08-02,BTC-USDT,buy,0.04060486874802926,20614.117919310665,0.8370335524700075,0.0,positive,TrendBreakout,signal,False
2021-08-03,2021-08-04,BTC-USDT,sell,0.04060486874802926,20682.961440197265,0.8398289345997602,0.0,negative,Router,StateSwitch,False
2021-08-09,2021-08-10,BTC-USDT,buy,0.06617616141445713,20181.791526202745,1.335553493670916,0.0,positive,TrendBreakout,signal,False
2021-08-12,2021-08-13,BTC-USDT,sell,0.06617616141445713,19711.802012757817,1.3044513917660823,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2021-11-21,2021-11-23,BTC-USDT,short,0.1575961844443422,14073.820648536983,1.1089902173817132,0.0,negative,TrendDown,signal,True
2021-12-08,2021-12-09,BTC-USDT,cover,0.1575961844443422,12902.629904521173,2.033405242250004,0.0,positive,Router,StateSwitch,False
2021-12-10,2021-12-11,SOL-USDT,short,1.2318120829227572,1913.0112649459597,1.1782351954638908,0.0,negative,TrendDown,signal,True
2021-12-14,2021-12-15,SOL-USDT,cover,1.2318120829227572,1896.6514439716577,2.336318165777183,0.0,positive,TrendDown,Close above SMA30,False
2021-12-15,2021-12-16,SOL-USDT,short,1.321010106836395,1931.8535839869255,2.551998109374841,0.0,negative,TrendDown,signal,False
2021-12-17,2021-12-18,SOL-USDT,cover,1.321010106836395,1904.1715263740814,2.5154298314902466,0.0,positive,Router,StateSwitch,False
