signal_time,fill_time,symbol,side,qty,fill_price,commission,slip,slip_dir,strategy_id,exit_reason,is_maker
2025-04-14,2025-04-15,BTC-USDT,buy,0.013261751916719466,12694.716943710859,0.16835418676046857,0.0,positive,TrendBreakout,signal,False
2025-04-16,2025-04-17,ETH-USDT,buy,0.05760333299302077,2746.204753125225,0.15819054686128875,0.0,positive,TrendBreakout,signal,False
2025-06-15,2025-06-16,ETH-USDT,sell,0.05760333299302077,3587.8922867574793,0.20667455413718186,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2025-06-18,2025-06-19,BTC-USDT,sell,0.013261751916719466,16678.168628164032,0.22118173477192482,0.0,negative,TrendBreakout,Breakout Exit (Below Low10),False
2025-07-16,2025-07-17,BTC-USDT,short,0.013424087134744718,16355.083864898463,0.21955207089845438,0.0,negative,TrendDown,signal,False
2025-07-17,2025-07-18,BTC-USDT,cover,0.013424087134744718,15949.396077278308,0.21410608268793963,0.0,positive,TrendDown,Close above SMA30,False
2025-07-18,2025-07-19,BTC-USDT,short,0.013105060391853461,16255.235796844046,0.21302584680145945,0.0,negative,TrendDown,signal,False
2025-07-19,2025-07-20,BTC-USDT,cover,0.013105060391853461,16687.39427905602,0.2186893098096991,0.0,positive,TrendDown,Close above SMA30,False
2025-07-31,2025-08-01,ETH-USDT,short,0.06168874392209638,3275.6060884923745,0.2020680251826659,0.0,negative,TrendDown,signal,False
2025-08-02,2025-08-03,ETH-USDT,cover,0.06168874392209638,3337.1822533971917,0.20586658145118392,0.0,positive,TrendDown,Close above SMA30,False
2025-07-14,2025-08-04,ETH-USDT,short,0.06160371629168646,3428.11057452492,0.10559217562478174,0.0,negative,TrendDown,signal,True
2025-08-04,2025-08-05,ETH-USDT,cover,0.06160371629168646,3394.133789519934,0.20909125502561268,0.0,positive,Router,StateSwitch,False
2025-08-28,2025-09-05,ETH-USDT,buy,0.055175832773484215,3362.188172228397,0.09275576617193029,0.0,positive,TrendUp,signal,True
2025-09-05,2025-09-06,ETH-USDT,sell,0.055175832773484215,3336.048944748613,0.18406927869960796,0.0,negative,TrendUp,Close below SMA30,False
2025-09-06,2025-09-07,ETH-USDT,buy,0.056351295775606686,3364.324414695188,0.18958404017758337,0.0,positive,TrendUp,signal,False
2025-08-27,2025-09-08,ETH-USDT,buy,0.0546239423929961,3260.0315908386924,0.1780757778173202,0.0,positive,TrendUp,signal,False
2025-09-07,2025-09-08,ETH-USDT,sell,0.056351295775606686,3260.0315908386924,0.18370700441317275,0.0,negative,Router,StateSwitch,False
2025-09-15,2025-09-16,ETH-USDT,sell,0.0546239423929961,3357.431361799268,0.1833961372953617,0.0,negative,Router,StateSwitch,False
2025-10-18,2025-10-19,BTC-USDT,short,0.010259267367203572,19732.03445746482,0.20243621719800528,0.0,negative,TrendDown,signal,False
2025-10-19,2025-10-20,BTC-USDT,cover,0.010259267367203572,19418.13207185066,0.1992158086967866,0.0,positive,TrendDown,Close above SMA30,False
