timestamp,status,symbol,side,qty,price,commission,strategy_id
2023-03-21,filled,ETH-USDT,buy,0.9619584088049226,2599.9289870452044,2.501023551383799,TrendUp
2023-03-22,filled,ETH-USDT,sell,0.9619584088049226,2603.4629065232384,2.5044230349417336,TrendUp
2023-06-06,filled,ETH-USDT,buy,0.6829382936245629,3752.808115680603,2.5629363708233224,TrendUp
2024-01-06,filled,BTC-USDT,buy,0.04685444868341909,67356.34034690172,3.155944192286818,TrendUp
2024-01-07,filled,BTC-USDT,sell,0.04685444868341909,67339.5219950765,3.155156177684283,TrendUp
2024-01-12,filled,BTC-USDT,buy,0.09833257324905977,63663.4412140939,6.260189996472099,RangeMeanReversion
2024-01-12,filled,ETH-USDT,sell,0.6829382936245629,11891.026033353675,8.120837028663814,TrendUp
2024-01-14,filled,BTC-USDT,sell,0.09833257324905977,60857.323093992025,5.984257180881667,RangeMeanReversion
2024-01-14,filled,SOL-USDT,buy,0.26665355104544525,11565.70272376725,3.084035701628516,TrendUp
2024-01-15,filled,SOL-USDT,sell,0.26665355104544525,11461.10363784353,3.056143983930848,TrendUp
2024-01-16,filled,SOL-USDT,buy,0.2646245770086184,11286.449432136636,2.986671906908319,TrendUp
2024-01-18,filled,SOL-USDT,sell,0.2646245770086184,11333.964879679605,2.999245662115752,TrendUp
2024-02-01,filled,BTC-USDT,short,0.04896083877982156,61909.15970120358,3.0311243871248545,TrendDown
2024-02-05,filled,SOL-USDT,short,0.2732028823293719,11132.129869200728,3.0413299667305327,TrendDown
2024-02-10,filled,BTC-USDT,cover,0.04896083877982156,59921.015431717344,2.9337831760755124,TrendDown
2024-02-13,filled,BTC-USDT,short,0.04652711932432003,58623.68501056786,2.7275911877180423,TrendDown
2024-02-27,filled,ETH-USDT,buy,0.21484717152171057,14336.507168741395,3.080158014704816,TrendUp
2024-03-01,filled,SOL-USDT,cover,0.2732028823293719,10341.693451871855,2.825380459218182,TrendDown
2024-03-02,filled,BTC-USDT,cover,0.04652711932432003,53454.63752081743,2.487090298369347,TrendDown
2024-03-03,filled,ETH-USDT,sell,0.21484717152171057,14522.224862527988,3.1200589359164006,TrendUp
2024-03-05,filled,BTC-USDT,short,0.052467939715120156,54413.74791057477,2.854977245045782,TrendDown
2024-03-05,filled,ETH-USDT,buy,0.2090425340362501,14497.714237355714,3.0306389219102594,TrendUp
2024-03-07,filled,BTC-USDT,cover,0.052467939715120156,55136.96978665803,2.8929232068407753,TrendDown
2024-03-07,filled,ETH-USDT,sell,0.2090425340362501,14383.200945953266,3.00670077329466,TrendUp
2024-03-08,filled,ETH-USDT,buy,0.20712818355430795,14591.954237628051,3.022404975747485,TrendUp
2024-03-09,filled,ETH-USDT,sell,0.20712818355430795,14343.30463591068,2.9709026354022634,Router
2024-03-25,filled,ETH-USDT,short,0.23874081018435644,14166.222018333692,3.3820553219084553,TrendDown
2024-04-02,filled,ETH-USDT,cover,0.23874081018435644,14160.803445332904,3.380761687400204,TrendDown
2024-04-04,filled,SOL-USDT,short,0.3431818862854298,8871.02581935484,3.044375373972944,TrendDown
2024-04-05,filled,SOL-USDT,cover,0.3431818862854298,8952.23850567811,3.072246096855671,TrendDown
2024-04-15,filled,SOL-USDT,short,0.3448786632633344,8570.382061179862,2.9557419089157713,TrendDown
2024-04-18,filled,SOL-USDT,cover,0.3448786632633344,8752.547611783048,3.0185669205004273,TrendDown
2024-04-19,filled,ETH-USDT,buy,0.2045796814872174,14199.803571130087,2.9049912917628453,TrendUp
2024-04-20,filled,ETH-USDT,sell,0.2045796814872174,13800.81375338844,2.823366081932616,TrendUp
2024-04-28,filled,BTC-USDT,short,0.06333014477234207,41296.553565355614,2.61531671589275,TrendDown
2024-04-30,filled,BTC-USDT,cover,0.06333014477234207,41594.992398843526,2.6342168904232284,TrendDown
2024-05-02,filled,BTC-USDT,short,0.07042698987911931,40905.957296123925,2.8808834404898067,TrendDown
2024-05-04,filled,BTC-USDT,cover,0.07042698987911931,41167.553818351094,2.8993068961131123,TrendDown
2024-05-06,filled,BTC-USDT,short,0.07146484581852511,40289.4242133594,2.8792774895248816,TrendDown
2024-05-12,filled,BTC-USDT,cover,0.07146484581852511,39988.37684619711,2.857763185846556,TrendDown
2024-05-12,filled,SOL-USDT,short,0.3580493147082337,8387.906875418295,3.0032843085800023,TrendDown
2024-05-15,filled,BTC-USDT,short,0.07668862421892206,39814.06129436523,3.0532855852327048,TrendDown
2024-05-18,filled,SOL-USDT,cover,0.3580493147082337,8541.859755880429,3.058407031926828,TrendDown
2024-05-19,filled,BTC-USDT,cover,0.07668862421892206,39847.974153656396,3.055886315755074,Router
2024-06-01,filled,ETH-USDT,buy,0.18892572095600585,14844.62774942907,2.8045319998844174,TrendUp
2024-06-02,filled,ETH-USDT,sell,0.18892572095600585,14878.772778887625,2.8109828741919394,TrendUp
2024-06-20,filled,ETH-USDT,buy,0.17103023707582302,14908.900404164517,2.549872770664091,TrendUp
2024-06-27,filled,ETH-USDT,sell,0.17103023707582302,15007.392842178937,2.566717955687873,TrendUp
2024-06-28,filled,SOL-USDT,buy,0.7134296421018621,7762.146128168077,5.537745134161306,RangeMeanReversion
2024-06-29,filled,SOL-USDT,sell,0.7134296421018621,7343.659335707556,5.2391842515918405,Router
2024-06-30,filled,BTC-USDT,short,0.08907727999520214,34236.23196462909,3.049670420693955,TrendDown
2024-07-02,filled,BTC-USDT,cover,0.08907727999520214,34875.97365844694,3.1066568706787727,TrendDown
2024-07-16,filled,SOL-USDT,short,0.3452644529062557,7921.5261360329005,2.735021387540005,TrendDown
2024-07-20,filled,BTC-USDT,buy,0.08154479366876825,33689.564975943234,2.7472086247538527,TrendUp
