signal_time,fill_time,symbol,side,qty,fill_price,commission,slip,slip_dir,strategy_id,exit_reason,is_maker
2020-10-31,2020-11-01,BNB-USDT,buy,32.879861081943034,28.5343058,0.9382040107736814,0.0285058,positive,TrendUp,signal,False
2020-11-01,2020-11-02,BNB-USDT,sell,32.879861081943034,28.5199515,0.9377320433837528,0.0285485,negative,TrendUp,Close below SMA30,False
2020-11-26,2020-11-27,SOL-USDT,buy,165.95990023956466,1.9130110999999999,0.15874156565658992,0.0019111,positive,TrendUp,signal,True
2020-11-27,2020-11-28,SOL-USDT,sell,165.95990023956466,1.8625356,0.3091062223686377,0.0018644,negative,TrendUp,Close below SMA30,False
2020-12-04,2020-12-05,BNB-USDT,buy,25.476117561513824,29.052123099999996,0.3700676517535857,0.0290231,positive,TrendUp,signal,True
2020-12-08,2020-12-09,BNB-USDT,sell,25.476117561513824,27.6428295,0.7042319740748825,0.0276705,negative,TrendUp,Close below SMA30,False
2020-12-09,2020-12-10,BNB-USDT,buy,28.074200849302258,28.172143999999996,0.7909104290114655,0.028144,positive,TrendUp,signal,False
2020-12-10,2020-12-11,BNB-USDT,sell,28.074200849302258,27.667305,0.7767374775289047,0.027695,negative,TrendUp,Close below SMA30,False
2020-12-11,2020-12-12,BTC-USDT,buy,0.05310026844789586,18054.566529999996,0.9587023294533955,18.03653,positive,TrendUp,signal,False
2020-12-11,2020-12-12,ETH-USDT,buy,1.3045770136282457,544.9744299999999,0.3554805571965777,0.54443,positive,TrendUp,signal,True
2020-12-23,2020-12-24,ETH-USDT,sell,1.3045770136282457,584.89452,0.7630399461891264,0.58548,negative,TrendUp,Close below SMA30,False
2021-01-12,2021-01-13,BTC-USDT,sell,0.05310026844789586,34015.10085,1.8062109864172509,34.049150000000004,negative,TrendUp,Stop/Trail hit,False
2021-01-21,2021-01-22,BTC-USDT,buy,0.0157027106298764,30880.980129999996,0.24245754747417642,30.85013,positive,TrendUp,signal,True
2021-01-21,2021-01-22,BNB-USDT,buy,15.142777617366594,38.6729343,0.29280782195796445,0.0386343,positive,TrendUp,signal,True
2021-01-22,2021-01-23,BTC-USDT,sell,0.0157027106298764,32917.05,0.5168869109391729,32.95,negative,TrendUp,Close below SMA30,False
2021-01-27,2021-01-28,BNB-USDT,sell,15.142777617366594,40.8548043,0.6186552161159325,0.0408957,negative,TrendUp,Close below SMA30,False
2021-02-23,2021-02-24,ETH-USDT,buy,0.3156401633572083,1579.3677899999998,0.498511907236713,1.57779,positive,TrendUp,signal,False
2021-02-24,2021-02-25,ETH-USDT,sell,0.3156401633572083,1621.53684,0.5118221530673314,1.6231600000000002,negative,TrendUp,Close below SMA30,False
2021-02-28,2021-03-01,BTC-USDT,buy,0.012935904855586027,45179.24410999999,0.5844344032542553,45.13411,positive,TrendUp,signal,False
2021-03-23,2021-03-24,SOL-USDT,buy,37.53933223637604,14.157443299999999,0.531460967656356,0.014143300000000001,positive,TrendUp,signal,False
2021-03-24,2021-03-25,BTC-USDT,sell,0.012935904855586027,52251.356340000006,0.6759185741895618,52.30366000000001,negative,TrendUp,Close below SMA30,False
2021-03-24,2021-03-25,SOL-USDT,sell,37.53933223637604,13.570815600000001,0.5094393555269949,0.0135844,negative,TrendUp,Close below SMA30,False
2021-03-25,2021-03-26,BTC-USDT,buy,0.014464530208067742,51345.07377999999,0.7426823707262769,51.29378,positive,TrendUp,signal,False
2021-03-25,2021-03-26,BNB-USDT,buy,2.1571321640171175,234.18054659999996,0.2525791946289847,0.2339466,positive,TrendUp,signal,True
2021-04-07,2021-04-08,BTC-USDT,sell,0.014464530208067742,55897.486560000005,0.8085308829021807,55.95344,negative,TrendUp,Close below SMA30,False
2021-04-16,2021-04-17,BNB-USDT,sell,2.1571321640171175,507.7531386,1.0952906266547013,0.5082614,negative,TrendUp,Stop/Trail hit,False
2021-05-02,2021-05-03,BTC-USDT,short,0.017685937547147045,56521.63179,0.9996380499007811,56.57821,negative,TrendDown,signal,False
2021-05-05,2021-05-06,BTC-USDT,cover,0.017685937547147045,57493.546109999996,1.016827265865479,57.43611,positive,TrendDown,Close above SMA30,False
2021-05-06,2021-05-07,BTC-USDT,short,0.01700122565889616,56337.28632,0.9578029177361638,56.39368,negative,TrendDown,signal,False
2021-05-07,2021-05-08,BTC-USDT,cover,0.01700122565889616,57372.80548999999,0.9754080128194464,57.31549,positive,TrendDown,Close above SMA30,False
2021-05-13,2021-05-14,BNB-USDT,buy,0.9421420182117672,571.6710999999999,0.538595363907341,0.5711,positive,TrendUp,signal,False
2021-05-15,2021-05-16,BNB-USDT,sell,0.9421420182117672,562.85658,0.530290834244973,0.5634199999999999,negative,TrendUp,Close below SMA30,False
2021-05-16,2021-05-17,BNB-USDT,buy,0.9522723747011395,564.88432,0.26896186641891917,0.56432,positive,TrendUp,signal,True
2021-05-17,2021-05-18,BNB-USDT,sell,0.9522723747011395,511.5479399999999,0.4871329715972759,0.51206,negative,TrendUp,Close below SMA30,False
2021-05-18,2021-05-19,BNB-USDT,buy,0.9451787134667224,508.38787999999994,0.2402587011802372,0.50788,positive,TrendUp,signal,True
2021-05-19,2021-05-20,ETH-USDT,buy,0.12565288687173867,2441.3589199999997,0.30676379618807004,2.43892,positive,TrendUp,signal,False
2021-05-19,2021-05-20,SOL-USDT,buy,6.93136306994367,35.021986999999996,0.24275010732784727,0.034987000000000004,positive,TrendUp,signal,False
2021-05-19,2021-05-20,BNB-USDT,sell,0.9451787134667224,334.46520000000004,0.3161293874353901,0.33480000000000004,negative,TrendUp,Close below SMA30,False
2021-05-20,2021-05-21,ETH-USDT,sell,0.12565288687173867,2765.1021299999998,0.3474430651296936,2.76787,negative,TrendUp,Close below SMA30,False
2021-05-21,2021-05-22,SOL-USDT,sell,6.93136306994367,38.886075,0.2695335041900598,0.038925,negative,TrendUp,Close below SMA30,False
2021-06-14,2021-06-15,BNB-USDT,short,1.1540531827816503,369.8298,0.42680325777750117,0.3702,negative,TrendDown,signal,False
2021-07-04,2021-07-05,BTC-USDT,short,0.021572356969926407,35252.84187,0.760486889024008,35.288129999999995,negative,TrendDown,signal,False
2021-07-07,2021-07-08,BNB-USDT,cover,1.1540531827816503,327.83750999999995,0.3783419218507111,0.32751,positive,TrendDown,Close above SMA30,False
2021-07-23,2021-07-24,BTC-USDT,cover,0.021572356969926407,33667.734099999994,0.7262923783737639,33.6341,positive,TrendDown,Close above SMA30,False
2021-09-07,2021-09-08,BTC-USDT,buy,0.021292142043798448,46910.59373,0.4994135125290404,46.863730000000004,positive,TrendUp,signal,True
2021-09-07,2021-09-08,BNB-USDT,buy,1.6604969582115856,419.11869999999993,0.695945326479594,0.4187,positive,TrendUp,signal,False
2021-09-08,2021-09-09,BTC-USDT,sell,0.021292142043798448,46002.26169,0.9794866902394677,46.04831,negative,TrendUp,Close below SMA30,False
2021-09-08,2021-09-09,BNB-USDT,sell,1.6604969582115856,414.78479999999996,0.6887488987124007,0.4152,negative,TrendUp,Close below SMA30,False
2021-09-09,2021-09-10,BTC-USDT,buy,0.021583365145070626,46441.53513999999,1.0023646108242485,46.39514,positive,TrendUp,signal,False
2021-09-10,2021-09-11,BTC-USDT,sell,0.021583365145070626,44797.3578,0.9668777309317778,44.8422,negative,TrendUp,Close below SMA30,False
2021-09-10,2021-09-11,ETH-USDT,buy,0.22216597803846833,3212.0588499999994,0.7136101959273677,3.20885,positive,TrendUp,signal,False
2021-09-11,2021-09-12,BTC-USDT,buy,0.022233204815311113,45218.85367999999,1.0053600353810246,45.173680000000004,positive,TrendUp,signal,False
2021-09-11,2021-09-12,ETH-USDT,sell,0.22216597803846833,3263.8329,0.7251126283826304,3.2671,negative,TrendUp,Close below SMA30,False
2021-09-12,2021-09-13,BTC-USDT,sell,0.022233204815311113,45979.204770000004,1.0222650768965398,46.02523000000001,negative,TrendUp,Close below SMA30,False
2021-09-13,2021-09-14,ETH-USDT,buy,0.22532145034266396,3288.37509,0.7409414445494881,3.2850900000000003,positive,TrendUp,signal,False
2021-09-17,2021-09-18,ETH-USDT,sell,0.22532145034266396,3396.4901099999997,0.7653020776597143,3.39989,negative,TrendUp,Close below SMA30,False
2021-09-20,2021-09-21,SOL-USDT,buy,2.7200465855975797,132.90277,0.3615017257549605,0.13277,positive,TrendUp,signal,False
2021-09-21,2021-09-22,SOL-USDT,sell,2.7200465855975797,124.17569999999999,0.3377636887991894,0.1243,negative,TrendUp,Close below SMA30,False
2021-09-24,2021-09-25,SOL-USDT,buy,2.675840130771858,139.24911,0.37260835671226483,0.13911,positive,TrendUp,signal,False
2021-09-25,2021-09-26,SOL-USDT,sell,2.675840130771858,135.91395,0.3636840017417197,0.13605,negative,TrendUp,Close below SMA30,False
2021-10-01,2021-10-02,ETH-USDT,short,0.21854724262889116,3306.60009,0.7226483321459433,3.30991,negative,TrendDown,signal,False
2021-10-02,2021-10-03,ETH-USDT,cover,0.21854724262889116,3391.15777,0.7411281799530395,3.38777,positive,TrendDown,Close above SMA30,False
2021-11-16,2021-11-17,ETH-USDT,buy,0.23805990659099696,4213.79959,1.0031367367885813,4.20959,positive,TrendUp,signal,False
2021-11-17,2021-11-18,ETH-USDT,sell,0.23805990659099696,4283.78193,1.0197967261120007,4.288069999999999,negative,TrendUp,Close below SMA30,False
2021-11-18,2021-11-19,SOL-USDT,buy,3.0439112897489022,195.20500999999996,0.29709336687727367,0.19501,positive,TrendUp,signal,True
2021-11-18,2021-11-19,BNB-USDT,buy,1.4455484030531895,532.3317999999999,0.3847556916922149,0.5317999999999999,positive,TrendUp,signal,True
2021-11-19,2021-11-20,SOL-USDT,sell,3.0439112897489022,215.03475,0.6545467032133327,0.21525,negative,TrendUp,Close below SMA30,False
2021-11-22,2021-11-23,BNB-USDT,sell,1.4455484030531895,558.8406,0.8078311368912863,0.5594,negative,TrendUp,Close below SMA30,False
2021-12-03,2021-12-04,BNB-USDT,buy,1.4246781606190948,595.5949999999999,0.42426559453696483,0.595,positive,TrendUp,signal,True
2021-12-04,2021-12-05,BNB-USDT,sell,1.4246781606190948,567.9315,0.8091196047776436,0.5685,negative,TrendUp,Close below SMA30,False
2021-12-23,2021-12-24,BTC-USDT,short,0.020523799407046812,50787.98118,1.042362338027189,50.83882,negative,TrendDown,signal,False
2021-12-25,2021-12-26,ETH-USDT,short,0.23255240846770178,4090.73517,0.4756551580935167,4.09483,negative,TrendDown,signal,True
2021-12-27,2021-12-28,BTC-USDT,cover,0.020523799407046812,50752.14144,1.0416267703926279,50.701440000000005,positive,TrendDown,Close above SMA30,False
2022-02-04,2022-02-05,ETH-USDT,cover,0.23255240846770178,2997.9849899999995,0.6971886299745187,2.99499,positive,TrendDown,Close above SMA30,False
2022-02-07,2022-02-08,SOL-USDT,short,5.139912179983421,117.45242999999999,0.6036951755256501,0.11757,negative,TrendDown,signal,False
2022-02-10,2022-02-11,BNB-USDT,short,2.1755625836907457,414.2853,0.9013035976530958,0.4147,negative,TrendDown,signal,False
2022-02-15,2022-02-16,BNB-USDT,cover,2.1755625836907457,432.83239999999995,0.9416539744490663,0.4324,positive,TrendDown,Close above SMA30,False
2022-02-28,2022-03-01,SOL-USDT,cover,5.139912179983421,99.76966999999999,0.5128073420259265,0.09967000000000001,positive,TrendDown,Close above SMA30,False
2022-03-17,2022-03-18,SOL-USDT,short,8.268614340963724,87.7122,0.7252583547974784,0.0878,negative,TrendDown,signal,False
2022-03-18,2022-03-19,SOL-USDT,cover,8.268614340963724,89.89980999999999,0.743346858215914,0.08981,positive,TrendDown,Close above SMA30,False
2022-04-08,2022-04-09,BTC-USDT,buy,0.0319437725708441,42294.26201,0.6755191433495659,42.252010000000006,positive,TrendUp,signal,True
2022-04-09,2022-04-10,BTC-USDT,sell,0.0319437725708441,42711.20604,1.364357051968223,42.75396,negative,TrendUp,Close below SMA30,False
2022-04-11,2022-04-12,ETH-USDT,buy,0.3726685994447624,2982.7197399999995,0.5557829940210228,2.97974,positive,TrendUp,signal,True
2022-04-11,2022-04-12,SOL-USDT,buy,5.869617480662431,99.73964,0.5854335344589777,0.09964,positive,TrendUp,signal,False
2022-04-11,2022-04-12,BNB-USDT,buy,2.9255210844351653,394.9946,1.1555650305380343,0.3946,positive,TrendUp,signal,False
2022-04-12,2022-04-13,ETH-USDT,sell,0.3726685994447624,3024.62235,1.1271817750238258,3.02765,negative,TrendUp,Close below SMA30,False
2022-04-12,2022-04-13,SOL-USDT,sell,5.869617480662431,103.10678999999999,0.6051974169589903,0.10321,negative,TrendUp,Close below SMA30,False
2022-04-12,2022-04-13,BNB-USDT,sell,2.9255210844351653,413.2863,1.209077784558197,0.4137,negative,TrendUp,Close below SMA30,False
